title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,release_year
FIFA 15,XOne,Sports,EA Sports,EA Canada,7.9,2.19,0.64,,1.39,0.16,2014-09-23,2014.0
Skylanders SWAP Force,Wii,Platform,Activision,Beenox,,2.19,1.23,,0.77,0.19,2013-10-13,2013.0
Pro Evolution Soccer 2012,PS3,Sports,Konami,Konami,7.5,2.19,0.34,0.55,0.97,0.32,2011-09-27,2011.0
Final Fantasy XIII,X360,Role-Playing,Square Enix,Square Enix,8.1,2.19,1.3,0.01,0.67,0.21,2010-03-09,2010.0
Destiny: The Taken King,PS4,Shooter,Activision,Bungie,,2.18,0.97,0.05,0.8,0.36,2015-09-15,2015.0
Need for Speed: Payback,PS4,Racing,Electronic Arts,Ghost Games,5.8,2.18,0.62,0.04,1.18,0.34,2017-11-10,2017.0
Need for Speed Rivals,PS4,Racing,Electronic Arts,Ghost Games,,2.17,0.75,0.03,1.04,0.35,2013-11-15,2013.0
PlayerUnknown's Battlegrounds,XOne,Shooter,Microsoft Studios,PUBG Corporation,,2.17,1.29,,0.69,0.2,2017-12-12,2017.0
Spyro Reignited Trilogy,PS4,Platform,Activision,Toys for Bob,,2.17,0.75,,1.07,0.35,2018-11-13,2018.0
PlayStation VR Worlds,PS4,Misc,Sony Interactive Entertainment,SIE London Studio,,2.16,0.36,0.09,1.4,0.32,2016-10-13,2016.0
Battlefield: Hardline,PS4,Shooter,Electronic Arts,EA DICE,,2.15,0.72,0.14,0.97,0.33,2015-03-17,2015.0
NBA 2K12,PS3,Sports,2K Sports,Visual Concepts,9.0,2.13,1.62,0.05,0.27,0.18,2011-10-04,2011.0
Mortal Kombat (2011),X360,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.6,2.12,1.64,,0.31,0.17,2011-04-19,2011.0
NBA 2K11,X360,Sports,2K Sports,Visual Concepts,8.8,2.11,1.86,0.01,0.12,0.13,2010-10-05,2010.0
Battlefield 4,XOne,Shooter,Electronic Arts,EA DICE,,2.09,1.26,,0.65,0.19,2013-11-22,2013.0
Madden NFL 15,X360,Sports,EA Sports,EA Tiburon,,2.09,1.8,,0.06,0.22,2014-08-26,2014.0
Grand Theft Auto: Episodes from Liberty City,PS3,Adventure,Rockstar Games,Rockstar North,9.0,2.09,0.62,0.13,0.99,0.34,2010-04-13,2010.0
Just Dance 2015,Wii,Music,Ubisoft,Ubisoft Paris,,2.09,1.0,,0.91,0.18,2014-10-21,2014.0
Metal Gear Solid: Peace Walker,PSP,Action,Konami,Kojima Productions,8.6,2.08,0.46,0.96,0.42,0.25,2010-06-08,2010.0
Wipeout: The Game,Wii,Misc,Activision,Endemol,,2.08,1.94,,,0.14,2010-06-22,2010.0
Portal 2,X360,Shooter,Valve,Valve Software,9.6,2.08,1.41,0.01,0.49,0.17,2011-04-19,2011.0
Rise of the Tomb Raider,PS4,Adventure,Square Enix,Crystal Dynamics,,2.07,0.61,0.05,1.08,0.32,2016-10-11,2016.0
Toy Story 3: The Video Game,DS,Action,Disney Interactive Studios,Avalanche Software,,2.06,0.89,0.02,0.95,0.21,2010-06-15,2010.0
Hitman: Absolution,PS3,Action,Square Enix,IO Interactive,,2.06,0.59,0.07,1.08,0.32,2012-11-20,2012.0
Tom Clancy's Splinter Cell: Conviction,X360,Action,Ubisoft,Ubisoft Montreal,8.6,2.06,1.2,0.04,0.62,0.19,2010-04-13,2010.0
Dark Souls,PS3,Role-Playing,Namco Bandai,From Software,9.0,2.05,0.75,0.54,0.53,0.22,2011-10-04,2011.0
The Elder Scrolls Online: Tamriel Unlimited,PS4,MMO,Bethesda Softworks,ZeniMax Online Studios,,2.05,0.74,,0.98,0.33,2015-06-09,2015.0
Dragon Quest XI: Echoes of an Elusive Age,PS4,Role-Playing,Square Enix,Square Enix,9.5,2.04,0.29,1.43,0.22,0.1,2018-09-04,2018.0
NBA 2K17,XOne,Sports,2K Sports,Visual Concepts,8.8,2.04,1.7,,0.12,0.21,2016-09-16,2016.0
Dance Central 2,X360,Music,Microsoft,Harmonix Music Systems,8.6,2.04,1.45,0.01,0.41,0.16,2011-10-25,2011.0
Middle-Earth: Shadow of War,PS4,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,2.04,0.82,0.06,0.84,0.33,2017-10-10,2017.0
Madden NFL 25,PS3,Sports,Electronic Arts,EA Tiburon,7.5,2.04,1.62,,0.03,0.38,2013-08-27,2013.0
Skate 3,PS3,Sports,EA Sports,EA Black Box,,2.03,0.79,,0.93,0.32,2010-05-11,2010.0
The Sims 3,PS3,Simulation,Electronic Arts,The Sims Studio,8.1,2.03,0.73,0.02,0.96,0.31,2010-10-26,2010.0
NBA 2K18,XOne,Sports,2K Sports,Visual Concepts,7.7,2.02,1.67,,0.14,0.21,2017-09-19,2017.0
Rocket League,PS4,Sports,505 Games,Psyonix Studios,8.7,2.02,0.37,,1.34,0.31,2016-07-05,2016.0
Just Dance 3,X360,Misc,Ubisoft,Ubisoft Paris,5.5,2.02,1.47,,0.39,0.16,2011-10-07,2011.0
Need for Speed: The Run,PS3,Racing,Electronic Arts,EA Black Box,6.3,2.01,0.58,0.03,1.05,0.35,2011-11-15,2011.0
Call of Duty: Black Ops 3,X360,Shooter,Activision,Treyarch,,2.01,1.36,,0.47,0.19,2015-11-06,2015.0
Just Cause 3,PS4,Action-Adventure,Square Enix,Avalanche Studios,7.5,1.98,0.53,0.09,1.07,0.3,2015-12-01,2015.0
Dishonored 2,PS4,Action,Bethesda Softworks,Arkane Studios,,1.97,0.62,0.01,1.02,0.31,2016-11-10,2016.0
Resident Evil 6,X360,Action,Capcom,Capcom,,1.97,1.12,0.07,0.61,0.16,2012-10-02,2012.0
BioShock Infinite,X360,Shooter,2K Games,Irrational Games,,1.97,1.22,0.02,0.55,0.18,2013-03-26,2013.0
Lego Marvel Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.96,0.77,0.01,0.85,0.32,2013-10-22,2013.0
Call of Duty: Black Ops 3,PS3,Shooter,Activision,Treyarch,,1.95,0.65,0.07,0.92,0.3,2015-11-06,2015.0
Forza Horizon,X360,Racing,Microsoft Studios,Playground Games,,1.94,0.82,0.04,0.94,0.16,2012-10-23,2012.0
Destiny,X360,Misc,Activision,Unknown,,1.94,1.32,,0.44,0.19,2014-09-09,2014.0
Star Wars Battlefront II (2017),XOne,Shooter,Electronic Arts,EA DICE,,1.92,1.15,,0.59,0.17,2017-11-17,2017.0
Lego Marvel Super Heroes,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.91,0.59,0.01,1.0,0.3,2013-11-15,2013.0
Madden NFL 18,XOne,Sports,EA Sports,EA Tiburon,8.8,1.91,1.63,,0.07,0.2,2017-08-25,2017.0
Tomb Raider (2013),X360,Action,Square Enix,Crystal Dynamics,8.5,1.9,0.86,0.01,0.87,0.16,2013-03-05,2013.0
Batman: Arkham Origins,X360,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,1.9,1.15,0.0,0.58,0.17,2013-10-25,2013.0
Minecraft,NS,Sandbox,Mojang,4J Studios,9.2,1.89,0.69,0.52,0.56,0.12,2018-06-21,2018.0
inFAMOUS 2,PS3,Action,Sony Computer Entertainment,Sucker Punch Productions,8.1,1.87,1.05,0.08,0.48,0.26,2011-06-07,2011.0
Sonic Classic Collection,DS,Platform,Sega,Sonic Team,7.5,1.86,0.94,,0.74,0.18,2010-03-02,2010.0
The Evil Within,PS4,Action,Bethesda Softworks,Tango Gameworks,7.7,1.86,0.56,0.11,0.9,0.28,2014-10-14,2014.0
Max Payne 3,PS3,Shooter,Rockstar Games,Rockstar Vancouver,,1.86,0.59,0.06,0.93,0.27,2012-05-15,2012.0
Forza Horizon 4,XOne,Racing,Microsoft Studios,Playground Games,9.2,1.84,0.74,0.01,0.95,0.15,2018-10-02,2018.0
The Elder Scrolls V: Skyrim Special Edition,XOne,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.1,1.83,1.13,,0.53,0.17,2016-10-28,2016.0
Watch Dogs,PS3,Action-Adventure,Ubisoft,Ubisoft Montreal,,1.83,0.56,0.1,0.89,0.28,2014-05-27,2014.0
BioShock Infinite,PS3,Shooter,2K Games,Irrational Games,9.5,1.82,0.74,0.04,0.74,0.3,2013-03-26,2013.0
Dragon Quest XI,3DS,Role-Playing,Square Enix,Square Enix,,1.82,,1.82,,,2017-07-29,2017.0
NBA 2K11,PS3,Sports,2K Sports,Visual Concepts,,1.81,1.41,0.03,0.21,0.16,2010-10-05,2010.0
The Crew,PS4,Racing,Ubisoft,Ubisoft Reflections,,1.79,0.44,0.03,1.04,0.27,2014-12-02,2014.0
LEGO Star Wars III: The Clone Wars,Wii,Action,LucasArts,Traveller's Tales,7.5,1.79,1.01,,0.62,0.15,2011-03-22,2011.0
Far Cry 5,XOne,Action,Ubisoft,Ubisoft Montreal,7.2,1.78,1.14,,0.47,0.17,2018-03-27,2018.0
Dragon's Dogma,PS3,Role-Playing,Capcom,Capcom,,1.76,0.41,0.72,0.48,0.16,2012-05-22,2012.0
Just Cause 2,PS3,Action,Square Enix,Avalanche Studios,8.3,1.75,0.45,0.06,0.92,0.32,2010-03-23,2010.0
For Honor,PS4,Action,Ubisoft,Ubisoft Montreal,,1.75,0.73,0.07,0.66,0.28,2017-02-14,2017.0
NBA 2K15,XOne,Sports,2K Sports,Visual Concepts,,1.74,1.39,,0.18,0.18,2014-10-07,2014.0
NBA 2K19,XOne,Sports,2K Sports,Visual Concepts,,1.74,1.47,,0.08,0.18,2018-09-11,2018.0
Mortal Kombat X,XOne,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,1.74,1.34,,0.23,0.18,2015-04-14,2015.0
Shadow of the Tomb Raider,PS4,Action-Adventure,Square Enix,Eidos Montreal,,1.74,0.59,0.06,0.82,0.27,2018-09-14,2018.0
Dishonored,X360,Shooter,Bethesda Softworks,Arkane Studios,,1.72,1.06,0.01,0.5,0.15,2013-04-16,2013.0
Injustice 2,PS4,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,1.72,0.88,,0.54,0.29,2017-05-16,2017.0
Titanfall 2,PS4,Shooter,Electronic Arts,Respawn Entertainment,8.9,1.72,0.75,0.06,0.62,0.28,2016-10-28,2016.0
Portal 2,PS3,Shooter,Valve,Valve Software,9.6,1.71,0.83,0.02,0.62,0.24,2011-04-19,2011.0
Call of Duty: Modern Warfare 3,PC,Shooter,Activision,Infinity Ward,8.0,1.71,0.41,,0.99,0.31,2011-11-08,2011.0
Call of Duty Black Ops: Declassified,PSV,Shooter,Activision,Nihilistic,3.2,1.71,0.74,0.07,0.52,0.38,2012-11-13,2012.0
Hitman: Absolution,X360,Action,Square Enix,IO Interactive,,1.7,0.68,0.01,0.88,0.13,2012-11-20,2012.0
The Sims 3: Late Night Expansion Pack,PC,Simulation,Electronic Arts,The Sims Studio,7.5,1.69,0.59,,0.88,0.22,2010-10-26,2010.0
Tomodachi Collection: New Life,3DS,Simulation,Nintendo,Nintendo,,1.69,,1.69,,,2013-04-13,2013.0
LEGO Batman 2: DC Super Heroes,X360,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.69,0.9,,0.64,0.15,2012-06-26,2012.0
Saints Row IV,X360,Action,Deep Silver,Volition Inc.,,1.69,1.01,0.01,0.51,0.15,2013-08-20,2013.0
Far Cry 4,XOne,Shooter,Ubisoft,Ubisoft Montreal,8.5,1.68,0.85,0.02,0.68,0.14,2014-11-18,2014.0
Destiny,PS3,Shooter,Activision,Bungie,,1.67,0.69,0.13,0.59,0.26,2014-09-09,2014.0
Disney Infinity,Wii,Misc,Disney Interactive Studios,Unknown,,1.66,1.06,,0.44,0.16,2013-08-18,2013.0
NBA 2K15,X360,Sports,2K Sports,Visual Concepts,,1.66,1.37,,0.11,0.17,2014-10-07,2014.0
Watch Dogs,XOne,Action-Adventure,Ubisoft,Ubisoft Montreal,,1.64,0.91,,0.59,0.15,2014-05-27,2014.0
Persona 5,PS4,Role-Playing,Atlus,Atlus,,1.64,0.62,0.48,0.34,0.2,2017-04-04,2017.0
Max Payne 3,X360,Shooter,Rockstar Games,Rockstar Vancouver,,1.63,0.86,0.01,0.62,0.13,2012-05-15,2012.0
Uncharted: Golden Abyss,PSV,Action,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,7.9,1.62,0.53,0.13,0.71,0.25,2012-02-15,2012.0
The Order: 1886,PS4,Shooter,Sony Computer Entertainment,Ready at Dawn,6.2,1.62,0.44,0.07,0.86,0.25,2015-02-20,2015.0
Call of Duty: Black Ops,PC,Shooter,Activision,Treyarch,8.5,1.62,0.58,,0.82,0.23,2010-11-09,2010.0
Kinectimals,X360,Simulation,Microsoft Game Studios,Frontier Studio,7.5,1.62,1.02,0.0,0.46,0.14,2010-11-04,2010.0
Tom Clancy's Ghost Recon Wildlands,XOne,Shooter,Ubisoft,Ubisoft Paris,7.7,1.61,0.98,,0.48,0.15,2017-03-07,2017.0
Wolfenstein: The New Order,PS4,Shooter,Bethesda Softworks,MachineGames,,1.61,0.48,0.03,0.84,0.25,2014-05-20,2014.0
Madden NFL 15,XOne,Sports,EA Sports,EA Tiburon,,1.6,1.34,,0.1,0.17,2014-08-26,2014.0
Rage,X360,Shooter,Bethesda Softworks,id Software,7.9,1.6,0.82,0.03,0.6,0.15,2011-10-04,2011.0
Just Cause 2,X360,Action,Square Enix,Avalanche Studios,8.0,1.6,0.59,0.02,0.83,0.17,2010-03-23,2010.0
LEGO Harry Potter: Years 1-4,X360,Adventure,Warner Bros. Interactive,Traveller's Tales,7.9,1.59,0.95,,0.5,0.14,2010-06-29,2010.0
Sonic Generations,PS3,Platform,Sega,Sonic Team,7.3,1.59,0.6,0.02,0.72,0.25,2011-11-01,2011.0
FIFA 16,X360,Sports,EA Sports,EA Canada,9.0,1.59,0.59,,0.88,0.12,2015-09-22,2015.0
Batman: Arkham Knight,XOne,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,,1.58,0.97,,0.46,0.14,2015-06-23,2015.0
Moshi Monsters: Moshling Zoo,DS,Misc,Activision,Mind Candy,,1.57,0.38,,0.98,0.21,2011-11-06,2011.0
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,Disney Interactive Studios,Traveller's Tales,7.5,1.57,0.73,,0.69,0.15,2011-05-10,2011.0
Mortal Kombat,PS3,Fighting,Warner Bros. Interactive,NetherRealm Studios,8.4,1.56,1.06,,0.31,0.19,2011-04-19,2011.0
Mafia II,X360,Action,2K Games,Illusion Softworks,7.2,1.56,0.85,,0.55,0.15,2010-08-24,2010.0
Battlefield V,XOne,Shooter,Electronic Arts,EA DICE,,1.55,1.05,,0.35,0.15,2018-11-20,2018.0
Dishonored,PS3,Shooter,Bethesda Softworks,Arkane Studios,,1.55,0.72,0.04,0.54,0.26,2013-04-16,2013.0
BioShock 2,PS3,Shooter,2K Games,2K Marin,8.5,1.55,0.85,0.02,0.46,0.22,2010-02-09,2010.0
Need for Speed: Most Wanted (2012),X360,Racing,Electronic Arts,Criterion Games,8.5,1.54,0.62,0.01,0.79,0.12,2012-10-30,2012.0
NBA 2K14,PS4,Sports,2K Sports,Visual Concepts,,1.54,0.91,0.01,0.35,0.27,2013-11-15,2013.0
Go Vacation,Wii,Misc,Namco Bandai,Namco Bandai Games,7.0,1.54,0.42,0.33,0.66,0.13,2011-10-11,2011.0
Disney Infinity,X360,Misc,Disney Interactive Studios,Unknown,,1.53,1.04,,0.35,0.15,2013-08-18,2013.0
Pro Evolution Soccer 2013,PS3,Sports,Konami Digital Entertainment,Konami,,1.52,0.18,0.49,0.65,0.2,2012-09-25,2012.0
Forza Motorsport 7,XOne,Racing,Microsoft Studios,Turn 10 Studios,8.9,1.52,0.58,0.01,0.81,0.12,2017-10-03,2017.0
Dead Space 2,X360,Shooter,Electronic Arts,Visceral Games,9.1,1.52,0.94,,0.44,0.13,2011-01-25,2011.0
Madden NFL 19,XOne,Sports,EA Sports,EA Tiburon,,1.51,1.33,,0.02,0.16,2018-08-10,2018.0
Star Wars: The Force Unleashed II,PS3,Action,LucasArts,LucasArts,6.3,1.51,0.8,,0.5,0.21,2010-10-26,2010.0
Call of Duty: Black Ops II,PC,Shooter,Activision,Treyarch,,1.51,0.66,,0.7,0.15,2012-11-13,2012.0
Tomb Raider: Definitive Edition,PS4,Action-Adventure,Square Enix,Crystal Dynamics,,1.51,0.47,0.06,0.74,0.23,2014-01-28,2014.0
Football Manager 2012,PC,Sports,Sega,Sega,8.5,1.5,0.02,,1.16,0.32,2011-10-21,2011.0
Rayman Legends,PS4,Platform,Ubisoft,Ubisoft Montpellier,,1.5,0.22,,1.05,0.23,2014-02-18,2014.0
Metal Gear Rising: Revengeance,PS3,Action,Konami Digital Entertainment,PlatinumGames,9.0,1.5,0.47,0.44,0.41,0.18,2013-02-19,2013.0
Dead Rising 2,X360,Action,Capcom,Blue Castle Games,8.2,1.49,0.75,0.09,0.53,0.13,2010-09-28,2010.0
Mafia II,PS3,Action,2K Games,Illusion Softworks,7.0,1.49,0.5,0.04,0.7,0.25,2010-08-24,2010.0
Mass Effect: Andromeda,PS4,Role-Playing,Electronic Arts,BioWare Corp.,,1.49,0.58,,0.67,0.25,2017-03-21,2017.0
Madden NFL 15,PS3,Sports,EA Sports,EA Tiburon,,1.49,1.11,,0.11,0.28,2014-08-26,2014.0
Assassin's Creed III: Liberation,PSV,Adventure,Ubisoft,Ubisoft,,1.48,0.53,0.06,0.57,0.32,2012-10-30,2012.0
LEGO Battles: Ninjago,DS,Strategy,Warner Bros. Interactive,Hellbent Games,5.0,1.48,1.03,,0.33,0.12,2011-04-12,2011.0
LEGO Star Wars III: The Clone Wars,X360,Action,LucasArts,Traveller's Tales,7.9,1.48,0.84,,0.51,0.13,2011-03-22,2011.0
Tom Clancy's Ghost Recon: Future Soldier,X360,Shooter,Ubisoft,Ubisoft Paris,,1.48,0.94,0.02,0.4,0.13,2012-05-22,2012.0
Dying Light,XOne,Action,Warner Bros. Interactive Entertainment,Techland,,1.47,1.01,0.01,0.31,0.14,2016-02-06,2016.0
Minecraft,WiiU,Misc,Mojang,4J Studios,5.5,1.47,0.5,0.38,0.49,0.09,2016-06-17,2016.0
Super Scribblenauts,DS,Puzzle,Warner Bros. Interactive,5TH Cell,7.9,1.47,1.06,,0.3,0.11,2010-10-12,2010.0
Mass Effect 3,PS3,Role-Playing,Electronic Arts,BioWare,8.9,1.46,0.65,0.03,0.58,0.2,2012-03-06,2012.0
The Sims 3,Wii,Simulation,Electronic Arts,The Sims Studio,,1.46,0.61,,0.7,0.15,2010-11-15,2010.0
Forza Horizon 2,XOne,Racing,Microsoft Studios,Playground Games,,1.46,0.56,0.01,0.79,0.11,2014-09-30,2014.0
Mass Effect 2,PS3,Role-Playing,Electronic Arts,BioWare Edmonton,9.3,1.46,0.78,0.03,0.46,0.18,2011-01-18,2011.0
Homefront,X360,Shooter,THQ,Kaos Studios,6.7,1.46,0.83,0.02,0.48,0.12,2011-03-15,2011.0
Doom (2016),XOne,Shooter,Bethesda Softworks,id Software,,1.45,0.76,,0.57,0.13,2016-05-13,2016.0
Sonic & SEGA All-Stars Racing,Wii,Racing,Sega,Sumo Digital,7.9,1.45,0.61,,0.69,0.15,2010-02-23,2010.0
Star Wars: The Force Unleashed II,X360,Action,LucasArts,LucasArts,6.3,1.44,0.95,,0.37,0.12,2010-10-26,2010.0
Assassin's Creed Syndicate,XOne,Action,Ubisoft,Ubisoft Quebec,,1.44,0.71,,0.61,0.12,2015-10-23,2015.0
Kinect Joy Ride,X360,Racing,Microsoft Game Studios,Big Park,5.6,1.43,0.92,0.0,0.39,0.12,2010-11-04,2010.0
South Park: The Fractured But Whole,PS4,Role-Playing,Ubisoft,Ubisoft San Francisco,,1.43,0.62,,0.57,0.24,2017-10-17,2017.0
Dead Space 2,PS3,Shooter,Electronic Arts,Visceral Games,9.0,1.43,0.73,,0.49,0.21,2011-01-25,2011.0
Injustice: Gods Among Us,X360,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,1.42,0.97,,0.31,0.14,2013-04-16,2013.0
LEGO Batman 2: DC Super Heroes,Wii,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.42,0.9,,0.4,0.12,2012-06-26,2012.0
UFC Undisputed 2010,PS3,Fighting,THQ,Yuke's Future Media Creators,8.4,1.42,0.8,0.02,0.4,0.19,2010-05-25,2010.0
Medal of Honor: Warfighter,PS3,Shooter,Electronic Arts,Danger Close Games,,1.42,0.49,0.06,0.64,0.23,2012-10-23,2012.0
Middle-Earth: Shadow of Mordor,XOne,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,1.42,0.77,0.01,0.52,0.12,2014-09-30,2014.0
Anno 2070,PC,Strategy,Ubisoft,Blue Byte Studio,8.7,1.4,,,1.14,0.26,2011-11-17,2011.0
Assassin's Creed Odyssey,XOne,Action-Adventure,Ubisoft,Ubisoft Quebec,,1.39,0.91,,0.35,0.13,2018-10-05,2018.0
Battlefield 4,PC,Shooter,Electronic Arts,EA DICE,,1.39,0.44,,0.85,0.1,2013-10-29,2013.0
Toy Story 3: The Video Game,Wii,Action,Disney Interactive Studios,Avalanche Software,,1.39,0.63,,0.62,0.14,2010-06-15,2010.0
Street Fighter V,PS4,Fighting,Capcom,Capcom,,1.39,0.64,0.12,0.42,0.22,2016-02-16,2016.0
Sonic Generations,X360,Platform,Sega,Sonic Team,7.7,1.39,0.71,0.0,0.54,0.13,2011-11-01,2011.0
The Sims 4,PS4,Simulation,Electronic Arts,Maxis,,1.39,0.44,0.01,0.72,0.22,2017-11-17,2017.0
Rocket League,XOne,Sports,505 Games,Psyonix Studios,8.0,1.38,0.52,,0.75,0.11,2016-07-05,2016.0
Deus Ex: Human Revolution,X360,Shooter,Square Enix,Eidos Montreal,8.8,1.38,0.77,0.02,0.47,0.12,2011-08-23,2011.0
The Elder Scrolls Online: Tamriel Unlimited,XOne,MMO,Bethesda Softworks,ZeniMax Online Studios,,1.38,0.86,,0.39,0.13,2015-06-09,2015.0
Titanfall,X360,Shooter,Electronic Arts,Respawn Entertainment,,1.38,0.88,0.02,0.35,0.13,2014-04-08,2014.0
LittleBigPlanet PS Vita,PSV,Platform,Sony Computer Entertainment,Media Molecule,,1.38,0.36,0.02,0.69,0.31,2012-09-25,2012.0
Deus Ex: Human Revolution,PS3,Shooter,Square Enix,Eidos Montreal,8.8,1.38,0.5,0.07,0.6,0.22,2011-08-23,2011.0
Dead Rising 2,PS3,Action,Capcom,Blue Castle Games,8.1,1.37,0.43,0.15,0.57,0.22,2010-09-28,2010.0
LEGO Harry Potter: Years 1-4,PS3,Adventure,Warner Bros. Interactive,Traveller's Tales,7.9,1.37,0.55,,0.61,0.21,2010-06-29,2010.0
Call of Duty: Black Ops,Wii,Shooter,Activision,Treyarch,7.5,1.37,0.8,,0.46,0.12,2010-11-09,2010.0
Crysis 2,X360,Shooter,Electronic Arts,Crytek,8.7,1.37,0.73,0.02,0.5,0.13,2011-03-22,2011.0
Need for Speed: The Run,X360,Racing,Electronic Arts,EA Black Box,5.5,1.37,0.63,0.0,0.57,0.16,2011-11-15,2011.0
NBA 2K15,PS3,Sports,2K Sports,Visual Concepts,,1.37,0.89,0.02,0.22,0.24,2014-10-07,2014.0
Titanfall 2,XOne,Shooter,Electronic Arts,Respawn Entertainment,,1.37,0.88,,0.37,0.13,2016-10-28,2016.0
Metroid: Other M,Wii,Action,Nintendo,Nintendo SPD Production Group 1/Team Ninja,7.7,1.36,0.85,0.13,0.28,0.1,2010-08-31,2010.0
Skylanders SWAP Force,X360,Platform,Activision,Unknown,,1.36,0.88,,0.35,0.13,2013-10-13,2013.0
FIFA 17,PS3,Sports,Electronic Arts,EA Canada,,1.36,0.14,0.04,0.98,0.2,2016-09-27,2016.0
GoldenEye 007,Wii,Shooter,Activision,Eurocom Entertainment Software,8.0,1.36,0.76,0.0,0.6,,2010-11-02,2010.0
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Fighting,Capcom,Capcom,8.2,1.36,0.81,0.11,0.28,0.15,2011-02-15,2011.0
Wolfenstein II: The New Colossus,PS4,Shooter,Bethesda Softworks,MachineGames,9.0,1.36,0.55,0.01,0.58,0.22,2017-10-27,2017.0
Watch Dogs 2,XOne,Action,Ubisoft,Ubisoft,,1.35,0.71,,0.53,0.12,2016-11-15,2016.0
WWE '13,PS3,Sports,THQ,Unknown,,1.35,0.51,,0.62,0.22,2012-10-30,2012.0
F1 2010,PS3,Racing,Codemasters,Codemasters Birmingham,8.4,1.34,0.25,0.08,0.75,0.26,2010-09-21,2010.0
The ICO & Shadow of the Colossus Collection,PS3,Adventure,Sony Computer Entertainment,Bluepoint Games,9.0,1.34,0.67,0.13,0.36,0.18,2011-09-27,2011.0
Saints Row IV,PS3,Action,Deep Silver,Volition Inc.,,1.33,0.58,0.09,0.45,0.21,2013-08-20,2013.0
Alan Wake,X360,Action,Microsoft Game Studios,Remedy Entertainment,8.3,1.33,0.66,0.05,0.5,0.12,2010-05-18,2010.0
Crysis 2,PS3,Shooter,Electronic Arts,Crytek,8.8,1.33,0.48,0.06,0.57,0.22,2011-03-22,2011.0
WWE 2K18,PS4,Sports,2K Sports,Yuke's,,1.33,0.45,,0.67,0.22,2017-10-17,2017.0
Skylanders Giants,X360,Misc,Activision,Toys for Bob,,1.32,0.76,,0.44,0.12,2012-10-21,2012.0
Fallout 76,PS4,Role-Playing,Bethesda Softworks,Bethesda Game Studios,5.1,1.32,0.52,0.1,0.49,0.2,2018-11-14,2018.0
Rage,PS3,Shooter,Bethesda Softworks,id Software,7.9,1.32,0.47,0.06,0.59,0.2,2011-10-04,2011.0
MAG: Massive Action Game,PS3,Shooter,Sony Computer Entertainment,Zipper Interactive,7.4,1.32,0.77,0.09,0.3,0.16,2010-01-26,2010.0
The LEGO Movie Videogame,X360,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,1.32,0.69,,0.51,0.11,2014-02-07,2014.0
UFC Undisputed 2010,X360,Fighting,THQ,Yuke's Future Media Creators,8.6,1.32,0.9,0.0,0.31,0.11,2010-05-25,2010.0
Lego Star Wars: The Force Awakens,PS4,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,1.31,0.3,0.02,0.78,0.2,2016-06-28,2016.0
FIFA 14,XOne,Sports,EA Sports,EA Canada,,1.31,0.44,,0.78,0.1,2013-11-22,2013.0
EA Sports UFC 2,PS4,Sports,EA Sports,EA Canada,,1.31,0.44,,0.65,0.21,2016-03-15,2016.0
Assassin's Creed: Rogue,PS3,Action,Ubisoft,Ubisoft Sofia,,1.3,0.46,0.07,0.57,0.2,2014-11-11,2014.0
Dark Souls II,PS3,Role-Playing,Namco Bandai Games,From Software,,1.29,0.38,0.41,0.35,0.15,2015-04-07,2015.0
The Last Guardian,PS4,Action-Adventure,Sony Interactive Entertainment,SIE Japan Studio,7.9,1.29,0.4,0.13,0.58,0.19,2016-12-06,2016.0
Watch Dogs,X360,Action-Adventure,Ubisoft,Ubisoft Montreal,,1.29,0.73,0.01,0.44,0.11,2014-05-27,2014.0
WWE 2K16,PS4,Sports,Take-Two Interactive,Yuke's,,1.29,0.43,,0.65,0.21,2015-10-27,2015.0
Injustice: Gods Among Us,PS3,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,1.28,0.5,0.01,0.56,0.21,2013-04-16,2013.0
Borderlands: The Handsome Collection,PS4,Shooter,2K Games,Gearbox Software,,1.28,0.69,0.03,0.34,0.22,2015-03-24,2015.0
Project CARS,PS4,Racing,Bandai Namco Games,Slightly Mad Studios,,1.28,0.29,0.04,0.76,0.19,2015-05-12,2015.0
